date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:17	698/698	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2006:59:16%20GMT	https://preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.woff2	(from https://preview.colorlib.com/theme/appy/css/bootstrap.min.css)
12:29:18	698/698	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2006:59:17%20GMT	https://preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.woff	(from https://preview.colorlib.com/theme/appy/css/bootstrap.min.css)
12:29:18	698/698	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2006:59:17%20GMT	https://preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.ttf	(from https://preview.colorlib.com/theme/appy/css/bootstrap.min.css)
12:29:19	698/698	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2006:59:18%20GMT	https://preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.svg	(from https://preview.colorlib.com/theme/appy/css/bootstrap.min.css)
12:29:19	698/698	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2006:59:18%20GMT	https://preview.colorlib.com/theme/appy/css/owl.video.play.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/css/owl.video.play.png	(from https://preview.colorlib.com/theme/appy/css/owl.carousel.min.css)
12:29:20	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22da0c-566542683a140%22	https://preview.colorlib.com/theme/appy/fonts/Linearicons-Free.eot?	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/Linearicons-Freed41d.eot	(from https://preview.colorlib.com/theme/appy/css/linearicons.css)
12:29:20	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%225514-56654270cf580%22	https://preview.colorlib.com/theme/appy/fonts/Linearicons-Free.woff2?w118d	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/Linearicons-Free54e9.woff2	(from https://preview.colorlib.com/theme/appy/css/linearicons.css)
12:29:21	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22da0c-566542683a140%22	https://preview.colorlib.com/theme/appy/fonts/Linearicons-Free.eot?w118d	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/Linearicons-Free54e9.eot	(from https://preview.colorlib.com/theme/appy/css/linearicons.css)
12:29:22	55620/55620	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d944-5665426c0aa40%22	https://preview.colorlib.com/theme/appy/fonts/Linearicons-Free.ttf?w118d	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/Linearicons-Free54e9.ttf	(from https://preview.colorlib.com/theme/appy/css/linearicons.css)
12:29:22	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22d990-5665426fdb340%22	https://preview.colorlib.com/theme/appy/fonts/Linearicons-Free.woff?w118d	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/Linearicons-Free54e9.woff	(from https://preview.colorlib.com/theme/appy/css/linearicons.css)
